,product_name,normal_price,special_price,description
140,['CAMISA ESTAMPADA LUNARES ZW COLLECTION'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% viscosaCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
141,['JEANS ZW COLLECTION BOOTCUT CROPPED TIRO ALTO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR98% algodón2% elastanoQue contiene al menos:EXTERIOR50% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaLavar al revésLavar por separadoORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en PakistánVer más']"
142,['VESTIDO SATINADO LENCERO ESPALDA DESCUBIERTA'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoNo usar secadoraUtilizar bolsa de lavadoORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
143,['JEANS TRF RECTOS TIRO ALTO'],"25,95 EUR","25,95 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR5% algodón reciclado certificado RCS50% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
144,['SANDALIA PLANA TIRAS'],"49,95 EUR","29,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE100% poliésterFORRO100% piel caprinaSUELA100% estireno butadieno estirenoPLANTILLA100% piel caprinaEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en IndiaVer más']"
145,['JEANS ZW COLLECTION BOOTCUT TIRO MEDIO CONTOUR'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR99% algodón1% elastanoFORRO60% algodón40% poliésterCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CNo limpieza en secoNo usar secadoraLavar al revésSecar en superficie planaPlanchar al revésORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en EgiptoHecho en PakistánVer más']"
146,['JEANS ZW COLLECTION WIDE LEG TIRO ALTO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR20% algodón reciclado certificado RCSMATERIALES CERTIFICADOSALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoSe puede usar secadora temperatura reducidaLavar al revésSecar en superficie planaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en TúnezHecho en TurquíaVer más']"
147,['BLAZER ENTALLADA CRUZADA ZW COLLECTION'],"69,95 EUR","39,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORROCUERPO100% viscosaMANGAS95% poliéster5% elastanoQue contiene al menos:EXTERIOR50% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Si la limpieza en seco es necesaria intenta buscar tintorerías que utilicen tecnologías respetuosas con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorPlanchar máximo 110ºCLimpieza en seco solo esencias mineralesNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
148,['BLAZER ENTALLADA ZW COLLECTION'],"69,95 EUR","39,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% poliésterFORRO100% viscosaQue contiene al menos:EXTERIOR73% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para mantener limpias tus chaquetas y abrigos sólo tienes que ventilarlas y pasarles un paño o un cepillo para la ropa. Si la limpieza en seco es necesaria intenta buscar tintorerías que utilicen tecnologías respetuosas con el medioambiente.Guía para el cuidado de la ropaNo lavarNo usar lejía / blanqueadorPlanchar máximo 110ºCLimpieza en seco solo esencias mineralesNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en MarruecosVer más']"
149,['JEANS ZW COLLECTION BOOTCUT TIRO MEDIO CONTOUR'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR93% algodón5% elastomultiester2% elastanoQue contiene al menos:EXTERIOR51% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CNo limpieza en secoNo usar secadoraLavar al revésSecar en superficie planaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en PakistánVer más']"
150,['JEANS ZW COLLECTION BOOTCUT CROPPED TIRO ALTO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR98% algodón2% elastanoQue contiene al menos:EXTERIOR50% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 40ºC centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaLavar al revésLavar por separadoORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en PakistánVer más']"
151,['VESTIDO CORTO ENTALLADO'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR89% poliéster11% elastanoFORRO100% poliésterQue contiene al menos:EXTERIOR89% poliéster reciclado certificado RCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 150 º CLim.Seco tetracloroetilenoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en RumaníaHecho en TurquíaVer más']"
152,['ZAPATILLAS DEPORTIVAS RUNNING COMBINADAS'],"39,95 EUR","19,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE60% poliuretano40% poliésterFORRO90% poliéster10% poliuretanoSUELA100% estireno butadieno estirenoPLANTILLA100% poliuretanoLENGÜETA100% poliésterEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en BangladeshHecho en CamboyaVer más']"
153,['SANDALIA PLANA REJILLA HEBILLAS'],"35,95 EUR","35,95 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.CORTE100% poliésterSUELA100% poliuretano termoplásticoPLANTILLA100% poliuretanoEmpeineForro y plantillaSuelaCueroCuero untadoTextilOtros materialesCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Acciones simples como limpiar los artículos con un paño de algodón seco o un cepillo suave, según las características del producto, pueden ayudarnos a cuidarlos. Siempre que sea posible, intenta usar productos respetuosos con el medioambiente.Guía para el cuidado de la ropaNo lavarNo sumergir en aguaNo usar lejía / blanqueadorCuero/Charol/Antic. Limpiar con trapo de algodón seco.No plancharAnte/Nobuck/Serraje. Limpiar con cepillo suave o esponja dura.No limpieza en secoCuero. Se pueden aplicar ceras incoloras o al tono de la piel.No usar secadoraAnte/Nobuck/Serraje. Pueden protegerse con sprays tratantes o repelentes de polvo (hidrofugante para mopas).ORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Esta prenda se ha producido en los siguientes orígenes:Hecho en VietnamHecho en ChinaVer más']"
154,['JEANS TRF RECTOS TIRO ALTO'],"25,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
155,['JEANS TRF BOYFRIEND TIRO BAJO'],"29,95 EUR","15,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR100% algodónQue contiene al menos:EXTERIOR5% algodón reciclado certificado RCS50% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSALGODÓN RECICLADO CERTIFICADO RCSEsta fibra se fabrica a partir de residuos textiles de algodón reciclado. El uso de materiales reciclados ayuda a limitar el consumo de materias primas. Está certificada conforme al Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambiente.Para alargar la vida de tus prendas de denim lávalas siempre a bajas temperaturas y del revés, de esta forma ayudamos a preservar los colores, la estructura del tejido y reducimos el consumo de energía.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCLim.Seco tetracloroetilenoSe puede usar secadora temperatura reducidaORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en BangladeshVer más']"
156,['PANTALÓN CHINO CINTURÓN'],"29,95 EUR","17,99 EUR","['COMPOSICIÓN, CUIDADOS & ORIGENCOMPOSICIÓNTrabajamos con programas de seguimiento para garantizar el cumplimiento de nuestros estándares sociales, medioambientales y de seguridad y salud de nuestros productos. Para evaluar su cumplimiento hemos desarrollado un programa de auditorías y planes de mejora continua.EXTERIOR61% algodón36% poliéster3% elastanoQue contiene al menos:EXTERIOR36% poliéster reciclado certificado RCS61% algodón de cultivo orgánico certificado OCSMATERIALES CERTIFICADOSPOLIÉSTER RECICLADO CERTIFICADO RCSActualmente, el poliéster reciclado se fabrica principalmente a partir de residuos de plástico PET. Se trata de un tipo de plástico muy utilizado en diversos artículos, como las botellas de plástico. El uso de materiales reciclados ayuda a limitar la producción de fibra de poliéster virgen. Está certificado según el Recycled Claim Standard  (RCS), que verifica el contenido reciclado y hace un seguimiento desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónALGODÓN DE CULTIVO ORGÁNICO CERTIFICADO OCSEsta fibra se produce sin utilizar fertilizantes ni pesticidas artificiales y se cultiva a partir de semillas que no han sido modificadas genéticamente. Actualmente trabajamos con el Organic Content Standard (OCS) que supervisa el proceso desde el origen hasta el producto final.Certificado por Intertek 193341Más informaciónCUIDADOSCuidar de tus prendas es cuidar del medioambienteLos lavados a bajas temperaturas y los programas de centrifugado suaves son más delicados con las prendas, ayudando a mantener el color, la forma y la estructura del tejido. Al mismo tiempo, reduce el consumo de energía que se utiliza en los procesos de cuidado.Guía para el cuidado de la ropaLavar a máquina max. 30ºC. Centrifugado cortoNo usar lejía / blanqueadorPlanchar máximo 110ºCNo limpieza en secoNo usar secadoraORIGENTrabajamos con nuestros proveedores, trabajadores, sindicatos y organismos internacionales para desarrollar una cadena de suministro en la que se respetan y promueven los derechos humanos, contribuyendo a los Objetivos de Desarrollo Sostenible de Naciones Unidas.Gracias a la colaboración con nuestros proveedores, trabajamos para conocer las instalaciones y procesos que se emplean para fabricar nuestros productos con el objetivo de conocer su trazabilidad.Hecho en CamboyaVer más']"
